id_composite	designation	supergenre	genre	subgenre	period	primary_edition	publication_history	place	ruler	keywords	provenience	distribution	sources	provdist	project
Q000905	Gudea 033	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 132, E3/1.1.7.33		Girsu	Gudea		Girsu	Girsu [2]	P232742 P232743	Girsu (AO 26663 = RIME 3/1.01.07.033, ex. 02, AO 00262 = RIME 3/1.01.07.033, ex. 01)	epsd2/royal
Q000906	Gudea 034	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 133, E3/1.1.7.34		Girsu	Gudea		uncertain	uncertain [2]	P232744 P232745	uncertain (YBC 02249 = RIME 3/1.01.07.034, ex. 01, YBC 02332 = RIME 3/1.01.07.034, ex. 02)	epsd2/royal
Q000907	Gudea 035	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 133, E3/1.1.7.35		Girsu	Gudea		Uruk	Uruk [3], Sirara [1], uncertain [1]	P232746 P232747 P232748 P232749 P232750	Uruk [3], Sirara [1], uncertain [1]	epsd2/royal
Q000908	Gudea 037	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 135, E3/1.1.7.37		Girsu	Gudea		Girsu	Girsu [1111], Sippar-Yahrurum [4], Umma [4], Adab [3], Lagash [3], Abu Sêcher [3], Elbonia ? [1], Tell Jidr [1], Sirara [1], uncertain [371]	P128040 P217965 P217968 P218087 P218135 P218162 P222951 P222952 P232752 P232753 P232754 P232755 P232756 P232757 P232758 P232759 P232760 P232761 P232762 P232763 P232764 P232765 P232766 P232767 P232768 P232769 P232770 P232771 P232772 P232773 P232774 P232775 P232776 P232777 P232778 P232779 P232780 P232781 P232782 P232783 P232784 P232785 P232786 P232787 P232788 P232789 P232790 P232791 P232792 P232793 P232794 P232795 P232796 P232797 P232798 P232799 P232800 P232801 P232802 P232803 P232804 P232805 P232806 P232807 P232808 P232809 P232810 P232811 P232812 P232813 P232814 P232815 P232816 P232817 P232818 P232819 P232820 P232821 P232822 P232823 P232824 P232825 P232826 P232827 P232828 P232829 P232830 P232831 P232832 P232833 P232834 P232835 P232836 P232837 P232838 P232839 P232840 P232841 P232842 P232843 P232844 P232845 P232846 P232847 P232848 P232849 P232850 P232851 P232852 P232853 P232854 P232855 P232856 P232857 P232858 P232859 P232860 P232861 P232862 P232863 P232864 P232865 P232866 P232867 P232868 P232870 P232871 P232872 P232873 P232874 P232875 P232876 P232877 P232878 P232879 P232880 P232881 P232882 P232883 P232884 P232885 P232886 P232887 P232888 P232889 P232890 P232891 P232892 P232893 P232894 P232895 P232896 P232897 P232898 P232899 P232900 P232901 P232905 P232906 P232907 P232908 P232909 P232910 P232911 P232912 P232913 P232914 P232915 P232916 P232917 P232918 P232919 P232920 P232921 P232922 P232923 P232924 P232925 P232926 P232927 P232928 P232929 P232930 P232931 P232932 P232933 P232934 P232935 P232936 P232937 P232938 P232939 P232940 P232941 P232942 P232943 P232944 P232945 P232946 P232947 P232948 P232949 P232950 P232951 P232952 P232953 P232954 P232955 P232956 P232957 P232958 P232959 P232960 P232961 P232962 P232963 P232964 P232965 P232966 P232967 P232968 P232969 P232970 P232971 P232972 P232973 P232974 P232975 P232976 P232977 P232978 P232979 P232980 P232981 P232982 P232983 P232984 P232985 P232986 P232987 P232988 P232989 P232990 P232991 P232992 P232993 P232994 P232995 P232996 P232997 P232998 P232999 P233000 P233001 P233002 P233003 P233004 P233005 P233006 P233007 P233008 P233009 P233010 P233011 P233012 P233013 P233014 P233015 P233016 P233017 P233018 P233019 P233020 P233021 P233022 P233023 P233024 P233025 P233026 P233027 P233028 P233029 P233030 P233031 P233032 P233033 P233034 P233035 P233036 P233037 P233038 P233039 P233040 P233041 P233042 P233043 P233044 P233045 P233046 P233047 P233048 P233049 P233050 P233051 P233052 P233053 P233054 P233055 P233056 P233057 P233058 P233059 P233060 P233061 P233062 P233063 P233064 P233065 P233066 P233067 P233068 P233069 P233070 P233071 P233072 P233073 P233074 P233075 P233076 P233077 P233078 P233079 P233080 P233081 P233082 P233083 P233084 P233085 P233086 P233087 P233088 P233089 P233090 P233091 P233092 P233093 P233094 P233095 P233096 P233097 P233098 P233099 P233100 P233101 P233102 P233103 P233104 P233105 P233106 P233107 P233108 P233109 P233110 P233111 P233112 P233113 P233114 P233115 P233116 P233117 P233118 P233119 P233120 P233121 P233122 P233123 P233124 P233125 P233126 P233127 P233128 P233129 P233130 P233131 P233132 P233133 P233134 P233135 P233136 P233137 P233138 P233139 P233140 P233141 P233142 P233143 P233144 P233145 P233146 P233147 P233148 P233149 P233150 P233151 P233152 P233153 P233154 P233155 P233156 P233157 P233158 P233159 P233160 P233161 P233162 P233163 P233164 P233165 P233166 P233167 P233168 P233169 P233170 P233171 P233172 P233173 P233174 P233175 P233176 P233177 P233178 P233179 P233180 P233181 P233182 P233183 P233184 P233185 P233186 P233187 P233188 P233189 P233190 P233191 P233192 P233193 P233194 P233195 P233196 P233197 P233198 P233199 P233200 P233201 P233202 P233203 P233204 P233205 P233206 P233207 P233208 P233209 P233210 P233211 P233212 P233213 P233214 P233215 P233216 P233217 P233218 P233219 P233220 P233221 P233222 P233223 P233224 P233225 P233226 P233227 P233228 P233229 P233230 P233231 P233232 P233233 P233234 P233235 P233236 P233237 P233238 P233239 P233240 P233241 P233242 P233243 P233244 P233245 P233246 P233247 P233248 P233249 P233250 P233251 P233252 P233253 P233254 P233255 P233256 P233257 P233258 P233259 P233260 P233261 P233262 P233263 P233264 P233265 P233266 P233267 P233268 P233269 P233270 P233271 P233272 P233273 P233274 P233275 P233276 P233277 P233278 P233279 P233280 P233281 P233282 P233283 P233284 P233285 P233286 P233287 P233288 P233289 P233290 P233291 P233292 P233293 P233294 P233295 P233296 P233297 P233298 P233299 P233300 P233301 P233302 P233303 P233304 P233305 P233306 P233307 P233308 P233309 P233310 P233311 P233312 P233313 P233314 P233315 P233316 P233317 P233318 P233319 P233320 P233321 P233322 P233323 P233324 P233325 P233326 P233327 P233328 P233329 P233330 P233331 P233332 P233333 P233334 P233335 P233336 P233337 P233338 P233339 P233340 P233341 P233342 P233343 P233344 P233345 P233346 P233347 P233348 P233349 P233350 P233351 P233352 P233353 P233354 P233355 P233356 P233357 P233358 P233359 P233360 P233361 P233362 P233363 P233364 P233365 P233366 P233367 P233368 P233369 P233370 P233371 P233372 P233373 P233374 P233375 P233376 P233377 P233378 P233379 P233380 P233381 P233382 P233383 P233384 P233385 P233386 P233387 P233388 P233389 P233390 P233391 P233392 P233393 P233394 P233395 P233396 P233397 P233398 P233399 P233400 P233401 P233402 P233403 P233404 P233405 P233406 P233407 P233408 P233409 P233410 P233411 P233412 P233413 P233414 P233415 P233416 P233417 P233418 P233419 P233420 P233421 P233422 P233423 P233424 P233425 P233426 P233427 P233428 P233429 P233430 P233431 P233432 P233433 P233434 P233435 P233436 P233437 P233438 P233439 P233440 P233441 P233442 P233443 P233444 P233445 P233446 P233447 P233448 P233449 P233450 P233451 P233452 P233453 P233454 P233455 P233456 P233457 P233458 P233459 P233460 P233461 P233462 P233463 P233464 P233465 P233466 P233467 P233468 P233469 P233470 P233471 P233472 P233473 P233474 P233475 P233476 P233477 P233478 P233479 P233480 P233481 P233482 P233483 P233484 P233485 P233486 P233487 P233488 P233489 P233490 P233491 P233492 P233493 P233494 P233495 P233496 P233497 P233498 P233499 P233500 P233501 P233502 P233503 P233504 P233505 P233506 P233507 P233508 P233509 P233510 P233511 P233512 P233513 P233514 P233515 P233516 P233517 P233518 P233519 P233520 P233521 P233522 P233523 P233524 P233525 P233526 P233527 P233528 P233529 P233530 P233531 P233532 P233533 P233534 P233535 P233536 P233537 P233538 P233539 P233540 P233541 P233542 P233543 P233544 P233545 P233546 P233547 P233548 P233549 P233550 P233551 P233552 P233553 P233554 P233555 P233556 P233557 P233558 P233559 P233560 P233561 P233562 P233563 P233564 P233565 P233566 P233567 P233568 P233569 P233570 P233571 P233572 P233573 P233574 P233575 P233576 P233577 P233578 P233579 P233580 P233581 P233582 P233583 P233584 P233585 P233586 P233587 P233588 P233589 P233590 P233591 P233592 P233593 P233594 P233595 P233596 P233597 P233598 P233599 P233600 P233601 P233602 P233603 P233604 P233605 P233606 P233607 P233608 P233609 P233610 P233611 P233612 P233613 P233614 P233615 P233616 P233617 P233618 P233619 P233620 P233621 P233622 P233623 P233624 P233625 P233626 P233627 P233628 P233629 P233630 P233631 P233632 P233633 P233634 P233635 P233636 P233637 P233638 P233639 P233640 P233641 P233642 P233643 P233644 P233645 P233646 P233647 P233648 P233649 P233650 P233651 P233652 P233653 P233654 P233655 P233656 P233657 P233658 P233659 P233660 P233661 P233662 P233663 P233664 P233665 P233666 P233667 P233668 P233669 P233670 P233671 P233672 P233673 P233674 P233675 P233676 P233677 P233678 P233679 P233680 P233681 P233682 P233683 P233684 P233685 P233686 P233687 P233688 P233689 P233690 P233691 P233692 P233693 P233694 P233695 P233696 P233697 P233698 P233699 P233700 P233701 P233702 P233703 P233704 P233705 P233706 P233707 P233708 P233709 P233710 P233711 P233712 P233713 P233714 P233715 P233716 P233717 P233718 P233719 P233720 P233721 P233722 P233723 P233724 P233725 P233726 P233727 P233728 P233729 P233730 P233731 P233732 P233733 P233734 P233735 P233736 P233737 P233738 P233739 P233740 P233741 P233742 P233743 P233744 P233745 P233746 P233747 P233748 P233749 P233750 P233751 P233752 P233753 P233754 P233755 P233756 P233757 P233758 P233759 P233760 P233761 P233762 P233763 P233764 P233765 P233766 P233767 P233768 P233769 P233770 P233771 P233772 P233773 P233774 P233775 P233776 P233777 P233778 P233779 P233780 P233781 P233782 P233783 P233784 P233785 P233786 P233787 P233788 P233789 P233790 P233791 P233792 P233793 P233794 P233795 P233796 P233797 P233798 P233799 P233800 P233801 P233802 P233803 P233804 P233805 P233806 P233807 P233808 P233809 P233810 P233811 P233812 P233813 P233814 P233815 P233816 P233817 P233818 P233819 P233820 P233821 P233822 P233823 P233824 P233825 P233826 P233827 P233828 P233829 P233830 P233831 P233832 P233833 P233834 P233835 P233836 P233837 P233838 P233839 P233840 P233841 P233842 P233843 P233844 P233845 P233846 P233847 P233848 P233849 P233850 P233851 P233852 P233853 P233854 P233855 P233856 P233857 P233858 P233859 P233860 P233861 P233862 P233863 P233864 P233865 P233866 P233867 P233868 P233869 P233870 P233871 P233872 P233873 P233874 P233875 P233876 P233877 P233878 P233879 P233880 P233881 P233882 P233883 P233884 P233885 P233886 P233887 P233888 P233889 P233890 P233891 P233892 P233893 P233894 P233895 P233896 P233897 P233898 P233899 P233901 P233902 P233903 P233904 P233905 P233906 P233907 P233908 P233909 P233910 P233911 P233912 P233913 P233914 P233915 P233916 P233917 P233918 P233919 P234268 P235218 P235280 P235674 P235783 P235994 P236003 P249260 P250421 P250495 P250496 P250541 P250598 P253749 P254342 P257549 P257565 P272549 P272563 P272601 P272784 P272789 P272815 P272892 P273138 P273329 P273342 P273405 P273882 P274109 P274110 P274120 P274595 P274860 P274862 P274864 P274865 P275044 P275048 P275190 P281694 P283927 P286231 P286271 P289835 P289839 P315270 P315476 P323133 P323134 P323135 P323136 P323137 P323138 P323139 P323140 P323141 P323142 P332663 P332801 P332802 P332803 P332804 P332805 P342716 P345956 P362914 P368677 P368687 P370991 P370992 P370993 P370994 P373763 P387689 P387839 P387840 P387841 P387842 P387893 P387894 P387895 P387896 P387897 P387898 P387899 P387900 P387901 P387902 P387903 P387904 P387905 P387906 P387907 P388141 P388390 P391155 P391163 P391165 P391167 P391168 P391169 P391170 P391171 P391173 P391174 P391179 P391180 P391182 P391183 P391184 P391185 P391186 P391189 P391191 P391192 P391193 P391194 P391195 P391196 P391197 P391200 P391201 P391202 P391208 P391211 P391215 P391222 P391223 P391224 P391225 P391242 P391243 P391244 P391245 P391247 P391249 P391252 P391253 P391258 P391273 P391305 P391306 P391307 P404768 P404769 P404770 P404771 P404772 P404777 P404778 P404779 P404782 P405596 P405778 P405779 P405781 P406157 P406158 P406159 P406160 P406161 P406162 P406163 P406164 P406165 P406166 P406167 P406168 P406169 P406170 P406262 P406300 P406301 P406302 P409406 P416148 P416512 P416680 P417314 P417336 P417337 P417435 P417436 P417449 P421689 P423481 P423657 P423846 P423847 P423978 P423979 P424371 P424397 P429325 P429763 P429775 P429990 P431332 P432697 P432698 P432699 P432709 P432837 P433297 P433299 P433300 P433301 P452255 P452982 P453036 P453037 P453144 P453266 P453392 P453412 P459093 P459104 P460919 P460920 P460921 P460922 P460923 P460924 P460925 P460926 P460927 P460928 P460929 P460930 P460931 P460932 P460933 P460934 P460935 P460936 P460937 P460938 P460939 P460940 P460941 P460942 P460943 P460944 P460945 P460946 P460947 P460948 P460949 P460950 P460951 P460952 P460953 P460954 P460955 P460956 P460957 P460958 P460959 P460960 P460961 P460962 P460963 P460964 P460965 P460966 P460967 P460968 P460969 P460970 P460971 P460972 P460973 P460974 P460975 P460976 P460977 P460978 P460979 P460980 P460981 P460982 P460983 P460984 P460990 P461531 P462173 P469840 P469868 P469869 P469870 P469871 P471651 P471653 P471663 P480146 P480687 P480708 P480978 P480994 P480995 P480996 P481945 P491478 P497438 P497966 P498462 P498465 P498493 P498494 P498495 P498558 P500395 P500652 P504427 P504429 P507574 P507575 P507576 P507577 P507615 P507780 P508773 P513038 P513079 P513720 P519466 P519467 P519729 P522152 P525333	Girsu [1111], Sippar-Yahrurum [4], Umma [4], and 383 more exx.	epsd2/royal
Q000909	Gudea 039	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 137, E3/1.1.7.39		Girsu	Gudea		Girsu	Girsu [1], uncertain [1]	P233923 P233924	Girsu (AO 22121 = RIME 3/1.01.07.039, ex. 02); uncertain (unknown = RIME 3/1.01.07.039, ex. 01)	epsd2/royal
Q000910	Gudea 040	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 137, E3/1.1.7.40		Girsu	Gudea		Girsu	Girsu [2], uncertain [3]	P232762 P233925 P233926 P500396 P504430	Girsu [2], uncertain [3]	epsd2/royal
Q000911	Gudea 041	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 138, E3/1.1.7.41		Girsu	Gudea		Girsu	Girsu [315], Lagash [3], Elbonia ? [1], Eridu [1], uncertain [71]	P218085 P232879 P233927 P233928 P233929 P233930 P233931 P233932 P233933 P233934 P233935 P233936 P233937 P233938 P233939 P233940 P233941 P233942 P233943 P233944 P233945 P233946 P233947 P233948 P233949 P233950 P233951 P233952 P233953 P233954 P233955 P233956 P233957 P233958 P233959 P233960 P233961 P233962 P233963 P233964 P233965 P233966 P233967 P233968 P233969 P233970 P233971 P233972 P233973 P233974 P233975 P233976 P233977 P233978 P233979 P233980 P233981 P233982 P233983 P233984 P233985 P233986 P233987 P233988 P233989 P233990 P233991 P233992 P233993 P233994 P233995 P233996 P233997 P233998 P233999 P234000 P234001 P234002 P234003 P234004 P234005 P234006 P234007 P234008 P234009 P234010 P234011 P234012 P234013 P234014 P234015 P234016 P234017 P234018 P234019 P234020 P234021 P234022 P234023 P234024 P234025 P234026 P234027 P234028 P234029 P234030 P234031 P234032 P234033 P234034 P234035 P234036 P234037 P234038 P234039 P234040 P234041 P234042 P234043 P234044 P234045 P234046 P234047 P234048 P234049 P234050 P234051 P234052 P234053 P234054 P234055 P234056 P234057 P234058 P234059 P234060 P234061 P234062 P234063 P234064 P234065 P234066 P234067 P234068 P234069 P234070 P234071 P234072 P234073 P234074 P234075 P234076 P234077 P234078 P234079 P234080 P234081 P234082 P234083 P234084 P234085 P234086 P234087 P234088 P234089 P234090 P234091 P234092 P234093 P234094 P234095 P234096 P234097 P234098 P234099 P234100 P234101 P234102 P234103 P234104 P234105 P234106 P234107 P234108 P234109 P234110 P234111 P234112 P234113 P234114 P234115 P234116 P234117 P234118 P234119 P234120 P234121 P234122 P234123 P234124 P234125 P234126 P234127 P234128 P234129 P234130 P234131 P234132 P234133 P234134 P234135 P234136 P234137 P234138 P234139 P234140 P234141 P234142 P234143 P234144 P234145 P234146 P234147 P234148 P234149 P234150 P234151 P234152 P234153 P234154 P234155 P234156 P234157 P234158 P234159 P234160 P234161 P234162 P234163 P234164 P234165 P234166 P234167 P234168 P234169 P234170 P234171 P234172 P234173 P234174 P234175 P234176 P234177 P234178 P234179 P234180 P234181 P234182 P234183 P234184 P234185 P234186 P234187 P234188 P234189 P234190 P234191 P234192 P234193 P234194 P234195 P234196 P234197 P234198 P234199 P234200 P234201 P234202 P234203 P234204 P234205 P234206 P234207 P234208 P234209 P234210 P234211 P234212 P234213 P234214 P234215 P234216 P234217 P234218 P234219 P234220 P234221 P234222 P234223 P234224 P234225 P234226 P234227 P234228 P234229 P234230 P234231 P234232 P234233 P234234 P234235 P234236 P234237 P234238 P234239 P234240 P234241 P234242 P234243 P234244 P234245 P234246 P234247 P234248 P234249 P234250 P234251 P234252 P234253 P234254 P234255 P234256 P234257 P234258 P234259 P234260 P234261 P234262 P234263 P234264 P234265 P234266 P234267 P234268 P234269 P234270 P234271 P234272 P234273 P234274 P234275 P234276 P234277 P234278 P234279 P234280 P234281 P234282 P234283 P234787 P234788 P234789 P273330 P275035 P286216 P293559 P388140 P389386 P404773 P404781 P423483 P423585 P429993 P432696 P433107 P433108 P433109 P433157 P433165 P448645 P459105 P461086 P464922 P469872 P471652 P480149 P480688 P481701 P498079 P507573 P513795	Girsu [315], Lagash [3], Elbonia ? [1], and 72 more exx.	epsd2/royal
Q000912	Gudea 042	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 139, E3/1.1.7.42		Girsu	Gudea		Girsu	Girsu [2], Ur [1], uncertain [10]	P233962 P234284 P234285 P234286 P234287 P234288 P234289 P234290 P234291 P234292 P234293 P432710 P481011	Girsu [2], Ur [1], uncertain [10]	epsd2/royal
Q000913	Gudea 043	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 140, E3/1.1.7.43		Girsu	Gudea		Girsu	Girsu [4], uncertain [1]	P234294 P234295 P234296 P234297 P234298	Girsu [4], uncertain [1]	epsd2/royal
Q000914	Gudea 044	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 141, E3/1.1.7.44		Girsu	Gudea		Girsu	Girsu [12], uncertain [3]	P234299 P234300 P234301 P234302 P234303 P234304 P234305 P234306 P234307 P234308 P234309 P234310 P234311 P234312 P497361	Girsu [12], uncertain [3]	epsd2/royal
Q000915	Gudea 048	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 144, E3/1.1.7.48		Girsu	Gudea		Girsu	Girsu [47], Lagash [1], Shuruppak [1], uncertain [34]	P207045 P218084 P218086 P218126 P234316 P234317 P234318 P234319 P234320 P234321 P234322 P234323 P234324 P234325 P234326 P234327 P234328 P234329 P234330 P234331 P234332 P234333 P234334 P234335 P234336 P234337 P234338 P234339 P234340 P234341 P234342 P234343 P234344 P234345 P234346 P234347 P234348 P234349 P234350 P234351 P234352 P234353 P234354 P234355 P234356 P234357 P234358 P234359 P234360 P234361 P234362 P234363 P234364 P234365 P234366 P234367 P234368 P234369 P234370 P234371 P234372 P234373 P234374 P234375 P234376 P234377 P234378 P234379 P234380 P234381 P234382 P235309 P247521 P274856 P275034 P406299 P432700 P458895 P459209 P460986 P460987 P460988 P504428	Girsu [47], Lagash [1], Shuruppak [1], and 34 more exx.	epsd2/royal
Q000916	Gudea 049	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 145, E3/1.1.7.49		Girsu	Gudea		Lagash	Lagash [32], uncertain [1]	P234383 P234384 P234385 P234386 P234387 P234388 P234389 P234390 P234391 P234392 P234393 P234394 P234395 P234396 P234397 P234398 P234399 P234400 P234401 P234402 P234403 P234404 P234405 P234406 P234407 P234408 P234409 P234410 P234411 P234412 P234413 P234414 P234415	Lagash [32], uncertain [1]	epsd2/royal
Q000917	Gudea 051	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 146, E3/1.1.7.51		Girsu	Gudea		Girsu	Girsu [14], Lagash [1]	P232881 P234417 P234418 P234419 P234420 P234421 P234422 P234423 P234424 P234425 P234426 P234427 P234428 P234429 P234430	Girsu [14], Lagash [1]	epsd2/royal
Q000918	Gudea 054	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 149, E3/1.1.7.54		Girsu	Gudea		Lagash	Lagash [2]	P234433 P234434	Lagash (IM — = RIME 3/1.01.07.054, ex. 01, IM — = RIME 3/1.01.07.054, ex. 02)	epsd2/royal
Q000919	Gudea 062	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 154, E3/1.1.7.62		Girsu	Gudea		Girsu	Girsu [29], uncertain [1]	P234442 P234443 P234444 P234445 P234446 P234447 P234448 P234449 P234450 P234451 P234452 P234453 P234454 P234455 P234456 P234457 P234458 P234459 P234460 P234461 P234462 P234463 P234464 P234465 P234466 P234467 P234468 P234469 P234470 P423488	Girsu [29], uncertain [1]	epsd2/royal
Q000920	Gudea 063	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 155, E3/1.1.7.63		Girsu	Gudea		Girsu	Girsu [132], Bābili [1], uncertain [8]	P128344 P218139 P234446 P234447 P234448 P234449 P234450 P234451 P234452 P234453 P234454 P234455 P234456 P234457 P234458 P234459 P234460 P234461 P234462 P234463 P234464 P234465 P234466 P234467 P234468 P234469 P234470 P234471 P234472 P234473 P234474 P234475 P234476 P234477 P234478 P234479 P234480 P234481 P234482 P234483 P234484 P234485 P234486 P234487 P234488 P234489 P234490 P234491 P234492 P234493 P234494 P234495 P234496 P234497 P234498 P234499 P234500 P234501 P234502 P234503 P234504 P234505 P234506 P234507 P234508 P234509 P234510 P234511 P234512 P234513 P234514 P234515 P234516 P234517 P234518 P234519 P234520 P234521 P234522 P234523 P234524 P234525 P234526 P234527 P234528 P234529 P234530 P234531 P234532 P234533 P234534 P234535 P234536 P234537 P234538 P234539 P234540 P234541 P234542 P234543 P234544 P234545 P234546 P234547 P234548 P234549 P234550 P234551 P234552 P234553 P234554 P234555 P234556 P235675 P235676 P247881 P269963 P286317 P289882 P289883 P289885 P332996 P387690 P392640 P416500 P417338 P423489 P423490 P423491 P423492 P452254 P467507 P497360 P507579 P507580 P507581 P507582 P507583 P509320 P522153 P522154	Girsu [132], Bābili [1], uncertain [8]	epsd2/royal
Q000921	Gudea 064	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 156, E3/1.1.7.64		Girsu	Gudea		Girsu	Girsu [1], uncertain [5]	P234557 P234558 P234559 P234560 P234561 P234562	Girsu [1], uncertain [5]	epsd2/royal
Q000922	Gudea 066	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 157, E3/1.1.7.66		Girsu	Gudea		Girsu	Girsu [3]	P234563 P234564 P234565	Girsu (AO 00190 = RIME 3/1.01.07.066, ex. 01, HMA 9-01794 = RIME 3/1.01.07.066, ex. 03, AO 12921 = RIME 3/1.01.07.066, ex. 02)	epsd2/royal
Q000923	Gudea 067	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 158, E3/1.1.7.67		Girsu	Gudea		Girsu	Girsu [5], uncertain [2]	P234566 P234567 P234568 P234569 P234570 P234571 P234572	Girsu [5], uncertain [2]	epsd2/royal
Q000924	Gudea 072	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 162, E3/1.1.7.72		Girsu	Gudea		Girsu	Girsu [4]	P234577 P234578 P234579 P234580	Girsu [4]	epsd2/royal
Q000925	Gudea 073	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 162, E3/1.1.7.73		Girsu	Gudea		Girsu	Girsu [15], uncertain [12]	P234581 P234582 P234583 P234584 P234585 P234586 P234587 P234588 P234589 P234590 P234591 P234592 P234593 P234594 P234595 P234596 P234597 P234598 P234599 P234600 P234601 P234602 P234603 P234604 P234605 P234606 P404774	Girsu [15], uncertain [12]	epsd2/royal
Q000926	Gudea 080	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 167, E3/1.1.7.80		Girsu	Gudea		uncertain	uncertain [4]	P234612 P234613 P234614 P234615	uncertain [4]	epsd2/royal
Q000927	Gudea 083	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. 169, E3/1.1.7.83		Girsu	Gudea		Girsu	Girsu [13]	P234617 P234618 P234619 P234620 P234621 P234622 P234623 P234624 P234625 P234626 P234627 P234628 P234629	Girsu [13]	epsd2/royal
Q001473	Gudea 005	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.5		Girsu	Gudea		uncertain	uncertain [1]	P232334	uncertain (YBC 02160 = RIME 3/1.01.07.005, ex. 01)	epsd2/royal
Q001474	Gudea 007	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.7		Girsu	Gudea		Girsu	Girsu [1]	P232337	Girsu (AO 26635 + AO 26670 = RIME 3/1.01.07.007, ex. 01)	epsd2/royal
Q001475	Gudea 009	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.9		Girsu	Gudea		Ur	Ur [1]	P232373	Ur (IM 092969 = RIME 3/1.01.07.009, ex. 01)	epsd2/royal
Q001476	Gudea 010	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.10		Girsu	Gudea		Nippur	Nippur [1]	P232372	Nippur (Ist EŞEM 05213 = RIME 3/1.01.07.010, ex. 01)	epsd2/royal
Q001477	Gudea 011a	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.11a		Girsu	Gudea		Girsu	Girsu [1]	P232421	Girsu (AO 00069 = RIME 3/1.01.07.011a, ex. 01)	epsd2/royal
Q001478	Gudea 012	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.12		Girsu	Gudea		Girsu	Girsu [1]	P232422	Girsu (MAR — = RIME 3/1.01.07.012, ex. 01)	epsd2/royal
Q001479	Gudea 013	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.13		Girsu	Gudea		Girsu	Girsu [1]	P232423	Girsu (AO 12772 = RIME 3/1.01.07.013, ex. 01)	epsd2/royal
Q001480	Gudea 014	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.14		Girsu	Gudea		uncertain	uncertain [1]	P232424	uncertain (VA 02339 = RIME 3/1.01.07.014, ex. 01)	epsd2/royal
Q001481	Gudea 015	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.15		Girsu	Gudea		uncertain	uncertain [1]	P232425	uncertain (AO 20152 = RIME 3/1.01.07.015, ex. 01)	epsd2/royal
Q001482	Gudea 022	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.22		Girsu	Gudea		Girsu	Girsu [1]	P232493	Girsu (Anonymous 232493 = RIME 3/1.01.07.022, ex. 01)	epsd2/royal
Q001483	Gudea 023	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.23		Girsu	Gudea		Girsu	Girsu [1]	P232494	Girsu (AO 26638 = RIME 3/1.01.07.023, ex. 01)	epsd2/royal
Q001484	Gudea 027	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.27		Girsu	Gudea		Girsu	Girsu [1]	P232579	Girsu (BM 090849 (was BM 012148) = RIME 3/1.01.07.027, ex. 01)	epsd2/royal
Q001485	Gudea 028	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.28		Girsu	Gudea		uncertain	uncertain [1]	P232580	uncertain (de Briailles — = RIME 3/1.01.07.028, ex. 01)	epsd2/royal
Q001486	Gudea 030	LIT	Royal Inscription		Lagaš II	RIME 3/1, p. xx, E3/1.1.7.30		Girsu	Gudea		uncertain	uncertain [1]	P232584	uncertain (FLP 2641 = RIME 3/1.01.07.030, ex. 01)	epsd2/royal
